Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 77.78      0.07     0.07                             boost::detail::sp_counted_base::release()
 11.11      0.08     0.01      610     0.02     0.02  AbstractCellPopulation<2u, 2u>::Iterator::IsRealCell()
 11.11      0.09     0.01      100     0.10     0.10  std::_Rb_tree<boost::shared_ptr<AbstractCellProperty>, boost::shared_ptr<AbstractCellProperty>, std::_Identity<boost::shared_ptr<AbstractCellProperty> >, std::less<boost::shared_ptr<AbstractCellProperty> >, std::allocator<boost::shared_ptr<AbstractCellProperty> > >::_M_erase(std::_Rb_tree_node<boost::shared_ptr<AbstractCellProperty> >*)
  0.00      0.09     0.00    31720     0.00     0.00  AbstractCellPopulation<2u, 2u>::Iterator::Iterator(AbstractCellPopulation<2u, 2u>&, std::_List_iterator<boost::shared_ptr<Cell> >)
  0.00      0.09     0.00      508     0.00     0.00  boost::detail::sp_counted_base::destroy()
  0.00      0.09     0.00      101     0.00     0.08  AbstractCellPopulation<2u, 2u>::End()
  0.00      0.09     0.00      100     0.00     0.00  boost::shared_ptr<AbstractCellProperty> CellPropertyRegistry::Get<WildTypeCellMutationState>()
  0.00      0.09     0.00      100     0.00     0.00  boost::detail::sp_counted_impl_p<Cell>::dispose()
  0.00      0.09     0.00      100     0.00     0.00  boost::detail::sp_counted_impl_p<Cell>::~sp_counted_impl_p()
  0.00      0.09     0.00       14     0.00     0.00  CxxTest::ErrorPrinter::Adapter::operator<<(char const*)
  0.00      0.09     0.00       12     0.00     0.00  CxxTest::TestTracker::tracker()
  0.00      0.09     0.00       12     0.00     0.00  CxxTest::Link::active() const
  0.00      0.09     0.00        9     0.00     0.00  CxxTest::TestTracker::dummyWorld() const
  0.00      0.09     0.00        8     0.00     0.00  CxxTest::TestTracker::dummySuite() const
  0.00      0.09     0.00        8     0.00     0.00  CxxTest::DummyWorldDescription::suiteDescription(unsigned int) const
  0.00      0.09     0.00        7     0.00     0.00  CxxTest::Link::Link()
  0.00      0.09     0.00        7     0.00     0.00  CxxTest::Link::~Link()
  0.00      0.09     0.00        6     0.00     0.00  CxxTest::TestTracker::setTest(CxxTest::TestDescription const*)
  0.00      0.09     0.00        6     0.00     0.00  CxxTest::ErrorPrinter::Adapter::flush()
  0.00      0.09     0.00        6     0.00     0.00  CxxTest::List::head()
  0.00      0.09     0.00        6     0.00     0.00  CxxTest::TestTracker::fixTest(CxxTest::TestDescription const*) const
  0.00      0.09     0.00        5     0.00     0.00  CxxTest::ErrorPrinter::Adapter::operator<<(void (*)(CxxTest::OutputStream&))
  0.00      0.09     0.00        5     0.00     0.00  CxxTest::TestTracker::dummyTest() const
  0.00      0.09     0.00        5     0.00     0.00  CxxTest::DummySuiteDescription::testDescription(unsigned int) const
  0.00      0.09     0.00        4     0.00     0.00  CxxTest::TestTracker::setSuite(CxxTest::SuiteDescription const*)
  0.00      0.09     0.00        4     0.00     0.00  CxxTest::ErrorFormatter::endl(CxxTest::OutputStream&)
  0.00      0.09     0.00        4     0.00     0.00  CxxTest::setMaxDumpSize(unsigned int)
  0.00      0.09     0.00        4     0.00     0.00  CxxTest::Link::next()
  0.00      0.09     0.00        4     0.00     0.00  CxxTest::TestTracker::fixSuite(CxxTest::SuiteDescription const*) const
  0.00      0.09     0.00        4     0.00     0.00  CxxTest::RealTestDescription::suite() const
  0.00      0.09     0.00        4     0.00     0.00  CxxTest::StaticSuiteDescription::suite() const
  0.00      0.09     0.00        4     0.00     0.00  CxxTest::Link::next() const
  0.00      0.09     0.00        3     0.00     0.00  CxxTest::TestTracker::setListener(CxxTest::TestListener*)
  0.00      0.09     0.00        3     0.00     0.00  CxxTest::maxDumpSize()
  0.00      0.09     0.00        3     0.00     0.00  CxxTest::RealWorldDescription::suites()
  0.00      0.09     0.00        3     0.00     0.00  CxxTest::Link::attach(CxxTest::List&)
  0.00      0.09     0.00        2     0.00     0.00  boost::detail::sp_counted_impl_p<DifferentiatedCellProliferativeType>::~sp_counted_impl_p()
  0.00      0.09     0.00        2     0.00     0.00  CxxTest::TestTracker::setWorld(CxxTest::WorldDescription const*)
  0.00      0.09     0.00        2     0.00     0.00  CxxTest::GlobalFixture::lastGlobalFixture()
  0.00      0.09     0.00        2     0.00     0.00  CxxTest::GlobalFixture::nextGlobalFixture()
  0.00      0.09     0.00        2     0.00     0.00  CxxTest::GlobalFixture::prevGlobalFixture()
  0.00      0.09     0.00        2     0.00     0.00  CxxTest::GlobalFixture::firstGlobalFixture()
  0.00      0.09     0.00        2     0.00     0.00  CxxTest::TestDescription::~TestDescription()
